table_name,row_identifier,column_name,missing_class,missing_information_area,explanation,severity
result,result_id=311,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=312,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=313,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=314,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=315,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=316,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=317,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=318,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=319,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=320,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=350,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=351,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=352,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=353,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=354,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=355,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=356,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=357,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=358,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=359,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=360,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=392,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=393,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=394,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=395,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=396,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=397,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=398,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=399,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=400,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=415,q2_ms,SUSPICIOUS_NULL,QUALIFYING_INFORMATION,q2_ms is missing although the position does not clearly explain elimination before Q2.,red
result,result_id=420,q1_ms,SUSPICIOUS_NULL,QUALIFYING_INFORMATION,q1_ms is missing in a Qualifying session.,red
result,result_id=430,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=431,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=432,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=433,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=434,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=435,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=436,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=437,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=438,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=439,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=440,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=450,q3_ms,SUSPICIOUS_NULL,QUALIFYING_INFORMATION,q3_ms is missing although the position does not clearly explain elimination before Q3.,red
result,result_id=504,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=505,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=506,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=507,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=508,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=509,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=510,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=511,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=512,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=513,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=514,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=515,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=516,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=517,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=518,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=519,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=520,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=556,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=557,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=558,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=559,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=560,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=574,q2_ms,SUSPICIOUS_NULL,QUALIFYING_INFORMATION,q2_ms is missing although the position does not clearly explain elimination before Q2.,red
result,result_id=575,q2_ms,SUSPICIOUS_NULL,QUALIFYING_INFORMATION,q2_ms is missing although the position does not clearly explain elimination before Q2.,red
result,result_id=580,q1_ms,SUSPICIOUS_NULL,QUALIFYING_INFORMATION,q1_ms is missing in a Qualifying session.,red
result,result_id=592,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=593,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=594,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=595,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=596,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=597,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=598,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=599,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=600,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=615,q2_ms,SUSPICIOUS_NULL,QUALIFYING_INFORMATION,q2_ms is missing although the position does not clearly explain elimination before Q2.,red
result,result_id=630,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=631,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=632,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=633,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=634,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=635,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=636,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=637,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=638,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=639,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=640,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=655,q2_ms,SUSPICIOUS_NULL,QUALIFYING_INFORMATION,q2_ms is missing although the position does not clearly explain elimination before Q2.,red
result,result_id=669,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=670,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=671,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=672,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=673,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=674,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=675,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=676,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=677,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=678,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=679,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=680,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=706,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=707,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=708,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=709,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=710,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=711,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=712,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=713,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=714,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=715,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=716,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=717,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=718,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=719,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=720,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=747,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=748,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
result,result_id=749,time_ms,SUSPICIOUS_NULL,RACE_CONTEXT_INFORMATION,time_ms is race-context information and is missing in a Race session.,yellow
